column_name,cat_value,count,ratio
tier_2,Computer Repair,9944.0,0.0
tier_2,Information Retrieval Services,9087.0,0.0
tier_2,Appliance Repair Services,9074.0,0.0
tier_2,Laundry  Cleaning Services,8978.0,0.0
tier_2,Organisations  Religous,8948.0,0.0
tier_2,Charge Back,8863.0,0.0
tier_2,Specialty Cleaning Services,8848.0,0.0
tier_2,Duty Free Stores,8441.0,0.0
tier_2,Fireplace  Fireplace Screens  and Accessories Stores,8292.0,0.0
tier_2,Activities and Event management,8207.0,0.0
tier_2,Rent & Maintenance,7964.0,0.0
tier_2,Tire Retreading and Repair,7937.0,0.0
tier_2,Recruitment,7670.0,0.0
tier_2,Sports Clubs/Fields,7613.0,0.0
tier_2,Marinas  Service and Supplies,7422.0,0.0
tier_2,Child Support,6992.0,0.0
tier_2,Employment/Temp Agencies,6574.0,0.0
tier_2,Organisations  Political,6556.0,0.0
tier_2,Amusement Parks/Carnivals,6292.0,0.0
tier_2,Stamp and Coin Stores,5892.0,0.0
tier_2,Quick Copy  Repro  and Blueprint,5684.0,0.0
tier_2,Electrical Contractors,5676.0,0.0
tier_2,Cruise Lines,5634.0,0.0
tier_2,Sporting/Recreation Camps,5552.0,0.0
tier_2,Luggage and Leather Goods Stores,5545.0,0.0
tier_2,Child Care Services,5316.0,0.0
tier_2,Aquariums,5247.0,0.0
tier_2,Nursing/Personal Care,5187.0,0.0
tier_2,Hearing Aids Sales and Supplies,5117.0,0.0
tier_2,Miscellaneous Repair Shops,5040.0,0.0
tier_2,Electric Razor Stores,4867.0,0.0
tier_2,Roofing/Siding  Sheet Metal Contractors,4633.0,0.0
tier_2,Digital Goods: Large Digital Goods Merchant,4459.0,0.0
tier_2,Glassware  Crystal Stores,4406.0,0.0
tier_2,Video Amusement Game Supplies,4315.0,0.0
tier_2,Carpentry Contractors,3910.0,0.0
tier_2,Orthopedic Goods - Prosthetic Devices,3895.0,0.0
tier_2,Telegraph Services,3671.0,0.0
tier_2,Dance Hall  Studios  Schools,3667.0,0.0
tier_2,Cheque,3630.0,0.0
tier_2,Insulation Masonry  Stonework  and Plaster Contractors,3615.0,0.0
tier_2,Religious Goods Stores,3595.0,0.0
tier_2,Tent and Awning Shops,3558.0,0.0
tier_2,Electronic Repair Services,3429.0,0.0
tier_2,Optometrists  Ophthalmologist,3307.0,0.0
tier_2,Cinema,3095.0,0.0
tier_2,Towing Services,3035.0,0.0
tier_2,Auto Paint Shops,2937.0,0.0
tier_2,Metal Service Centers,2857.0,0.0
tier_2,Recreational and Utility Trailers  Camp Dealers,2678.0,0.0
tier_2,Life Insurance,2562.0,0.0
tier_2,Swimming Pools Sales,2549.0,0.0
tier_2,Wig and Toupee Stores,2405.0,0.0
tier_2,Office and Commercial Furniture,2274.0,0.0
tier_2,Direct Marketing - Outbound Tele,2169.0,0.0
tier_2,Video Tape Rental Stores,2103.0,0.0
tier_2,Wrecking and Salvage Yards,2032.0,0.0
tier_2,Truck/Utility Trailer Rentals,2017.0,0.0
tier_2,Court Costs including Alimony and Child Support,1946.0,0.0
tier_2,Boat Dealers,1837.0,0.0
tier_2,Recreational Vehicle Rentals,1742.0,0.0
tier_2,Sport & Leisure,1640.0,0.0
tier_2,Airports  Flying Fields,1509.0,0.0
tier_2,Book Clubs,1329.0,0.0
tier_2,Exterminating Services,1228.0,0.0
tier_2,Furniture Repair Services,1121.0,0.0
tier_2,Clothing Rental,1119.0,0.0
tier_2,Piece Goods  Notions  and Other Dry Goods,1052.0,0.0
tier_2,Tailors  Alterations,1041.0,0.0
tier_2,Secretarial Support Services,1024.0,0.0
tier_2,Timeshares,1016.0,0.0
tier_2,Pawn Shops,1004.0,0.0
tier_2,Boat Rentals and Leases,972.0,0.0
tier_2,Laundries,853.0,0.0
tier_2,Mobile Home Dealers,790.0,0.0
tier_2,Concrete Work Contractors,763.0,0.0
tier_2,Testing Laboratories,634.0,0.0
tier_2,Welding Repair Services,616.0,0.0
tier_2,Motor Homes Dealers,547.0,0.0
tier_2,Carpet/Upholstery Cleaning,477.0,0.0
tier_2,Massage Parlors,472.0,0.0
tier_2,Aircondition Repair Services,464.0,0.0
tier_2,Cheques,380.0,0.0
tier_2,Typesetting  Plate Making and Related Services,363.0,0.0
tier_2,Tax Preparation Services,328.0,0.0
tier_2,Footwear,265.0,0.0
tier_2,Railroads - Freight,217.0,0.0
tier_2,Billiard/Pool Establishments,212.0,0.0
tier_2,Bowling Alleys,208.0,0.0
tier_2,Door-To-Door Sales,135.0,0.0
tier_2,Bail and Bond payments,118.0,0.0
tier_2,Direct Marketing - Travel,75.0,0.0
tier_2,Reversal,61.0,0.0
tier_2,Ambulance Services,36.0,0.0
tier_2,Intra Government Transactions,35.0,0.0
tier_2,Transfer_In,10.0,0.0
tier_2,Sports equipment,8.0,0.0
tier_2,Typewriter Stores,7.0,0.0
tier_2,Tax Credit,6.0,0.0
tier_2,Compensation,3.0,0.0
tier_2,Court Costs including Alimony and Child Support,2.0,0.0
tier_3,"",3.45756135E8,68.97
tier_3,General,5.0730964E7,10.12
tier_3,Own Account,3.3563159E7,6.69
tier_3,ATM,1.1188956E7,2.23
tier_3,NullValue,5097013.0,1.02
tier_3,Gas&Electricity,5006145.0,1.0
tier_3,Bank,4370492.0,0.87
tier_3,Subscriptions,3605158.0,0.72
tier_3,Tax,2981170.0,0.59
tier_3,Branch Deposit,2408179.0,0.48
tier_3,Water,2373585.0,0.47
tier_3,Life,2336408.0,0.47
tier_3,Home Care/Service Plan/Warranty,2295346.0,0.46
tier_3,Transfer/Payments_In,2196419.0,0.44
tier_3,Misc,1801383.0,0.36
tier_3,Retail Shopping,1792563.0,0.36
tier_3,Child Benefit,1769076.0,0.35
tier_3,Automotive,1623644.0,0.32
tier_3,Men's & Women's Clothing,1431918.0,0.29
tier_3,Account,1417711.0,0.28
tier_3,Pension/Investments,1050562.0,0.21
tier_3,Pet,973320.0,0.19
tier_3,Post office counter,793067.0,0.16
tier_3,Payments/Invoices/Merchant Clearance,742746.0,0.15
tier_3,Cash Deposit Machine,735986.0,0.15
tier_3,Pension Credit,704493.0,0.14
tier_3,Home,692321.0,0.14
tier_3,Winnings,632650.0,0.13
tier_3,Universal Credit,625376.0,0.12
tier_3,Women's Clothing,618776.0,0.12
tier_3,Foreign,570680.0,0.11
tier_3,Employment Support Allowance,565404.0,0.11
tier_3,Health/Dental/Cash Plans/Eye Care,545734.0,0.11
tier_3,Trade Union,539581.0,0.11
tier_3,Child Tax Credit,501716.0,0.1
tier_3,Post office counter deposit,474836.0,0.09
tier_3,Personal Independence Payment,430107.0,0.09
tier_3,Transfer_In_Foreign,425793.0,0.08
tier_3,Veterinary Services,348534.0,0.07
tier_3,Carers’ Allowance,347304.0,0.07
tier_3,Working & Child Tax Credit,276920.0,0.06
tier_3,Electricity,266750.0,0.05
tier_3,Gas,248409.0,0.05
tier_3,Health,238433.0,0.05
tier_3,Disability Living Allowance,222526.0,0.04
tier_3,Attendance Allowance,219713.0,0.04
tier_3,Gym/Sports,203509.0,0.04
tier_3,Shoe,200271.0,0.04
tier_3,Lottery,196351.0,0.04
tier_3,Children's Clothing,195609.0,0.04
tier_3,IT/Software/Equipement,189396.0,0.04
tier_3,News/Magazines,178318.0,0.04
tier_3,Colleges  Universities  Professional Schools and Junior Colleges,167602.0,0.03
tier_3,Working Tax Credit,160903.0,0.03
tier_3,Credit Plan,141446.0,0.03
tier_3,Mobile/Gadgets,139771.0,0.03
tier_3,Men's Clothing,130425.0,0.03
tier_3,Car and Truck Dealers (New & Used) Sales,113177.0,0.02
tier_3,Schools and Educational Services - not elsewhere classified,109938.0,0.02
tier_3,Sports Clothing,105099.0,0.02
tier_3,AIR NEW ZEALAND,93143.0,0.02
tier_3,Industrial Injuries Benefit,90330.0,0.02
tier_3,Income Support,89067.0,0.02
tier_3,Job Seekers Allowance,85512.0,0.02
tier_3,Women's Accessories,82526.0,0.02
tier_3,Political Party,82107.0,0.02
tier_3,Insurance,80042.0,0.02
tier_3,Lease,76516.0,0.02
tier_3,Clubs (Sports  Recreation  Athletic),73086.0,0.01
tier_3,Reward Schemes,62174.0,0.01
tier_3,Cold Weather Payment,53111.0,0.01
tier_3,Boiler,50438.0,0.01
tier_3,"Rent, Letting or Maintenance Fees",46991.0,0.01
tier_3,Rent,31611.0,0.01
tier_3,Car and Truck Dealers (Used Only),29365.0,0.01
tier_3,Sanitary Services,26350.0,0.01
tier_3,PREMIER INN,25348.0,0.01
tier_3,EASYJET,24839.0,0.0
tier_3,RYANAIR,23314.0,0.0
tier_3,Non Domestic Rates,22417.0,0.0
tier_3,Professional/Regulatory Body,22163.0,0.0
tier_3,BRITISH AIRWAYS,19247.0,0.0
tier_3,Telecomunications,19123.0,0.0
tier_3,Specialised provider,18902.0,0.0
tier_3,TRAVELODGE,17949.0,0.0
tier_3,AVIS RENT-A-CAR,16957.0,0.0
tier_3,UNITED AIRLINES,16636.0,0.0
tier_3,ENTERPRISE RENT-A-CAR,15971.0,0.0
tier_3,Mortgage,14514.0,0.0
tier_3,Schools  Business and Secretarial,14424.0,0.0
tier_3,Housing Support,13584.0,0.0
tier_3,Bereavement Allowance,13358.0,0.0
tier_3,Schools  Elementary and Secondary,13107.0,0.0
tier_3,Maternity Allowance,11151.0,0.0
tier_3,Logistics,10869.0,0.0
tier_3,Winter Fuel Payment,9782.0,0.0
tier_3,Social Fund,9752.0,0.0
tier_3,Schools  Trade and Vocational,9085.0,0.0
tier_3,Government-Owned Lotteries,8700.0,0.0
tier_3,Debt Collection,8364.0,0.0
tier_3,Student Finance,8291.0,0.0
tier_3,Property Management & Maintenance Fees,7964.0,0.0
tier_3,Golf,7301.0,0.0
tier_3,KLM (ROYAL DUTCH AIRLINES),7200.0,0.0
tier_3,Severe Disablement Allowance,6813.0,0.0
tier_3,Water Services,6026.0,0.0
tier_3,WIZZ AIR,5984.0,0.0
tier_3,HOLIDAY INNS  HOLIDAY INN EXPRESS,5158.0,0.0
tier_3,Automobile Associations,4775.0,0.0
tier_3,Widow’s Benefit,4273.0,0.0
tier_3,Business,4105.0,0.0
tier_3,Software,3662.0,0.0
tier_3,Sanitary,3430.0,0.0
tier_3,AER LINGUS,3256.0,0.0
tier_3,EMIRATES AIRLINES,3166.0,0.0
tier_3,Travel,2905.0,0.0
tier_3,Furriers and Fur,2896.0,0.0
tier_3,HILTON HOTELS,2728.0,0.0
tier_3,EUROP CAR,2713.0,0.0
tier_3,Heating,2439.0,0.0
tier_3,Branch,2396.0,0.0
tier_3,HOTEL IBIS,2353.0,0.0
tier_3,LUFTHANSA,2021.0,0.0
tier_3,HERTZ RENT-A-CAR,1734.0,0.0
tier_3,Swimming Pools,1640.0,0.0
tier_3,Education,1562.0,0.0
tier_3,AIR FRANCE,1462.0,0.0
tier_3,MERIDIEN HOTELS,1322.0,0.0
tier_3,Christmas Bonus,1188.0,0.0
tier_3,Credit Card Balance Payment,1138.0,0.0
tier_3,TURKISH AIRLINES,1001.0,0.0
tier_3,SAS,833.0,0.0
tier_3,THRIFTY RENT-A-CAR,749.0,0.0
tier_3,NOVOTEL HOTELS,672.0,0.0
tier_3,VIRGIN ATLANTIC,658.0,0.0
tier_3,MARRIOTT HOTELS,602.0,0.0
tier_3,Lump sums,596.0,0.0
tier_3,AIR CANADA,592.0,0.0
tier_3,HYATT HOTEL,507.0,0.0
tier_3,DOUBLETREE HOTELS,465.0,0.0
tier_3,SIXT CAR RENTAL,463.0,0.0
tier_3,Income Protection,407.0,0.0
tier_3,SHERATON HOTELS,402.0,0.0
tier_3,CROWNE PLAZA HOTELS,401.0,0.0
tier_3,AFFILIATED AUTO RENTAL,399.0,0.0
tier_3,RADISSON BLU,384.0,0.0
tier_3,FAIRMONT HOTELS,384.0,0.0
tier_3,Tennis,349.0,0.0
tier_3,Schools  Correspondence,345.0,0.0
tier_3,WESTIN HOTELS,329.0,0.0
tier_3,ALITALIA,279.0,0.0
tier_3,HAMPTON INNS,232.0,0.0
tier_3,INTER-CONTINENTAL HOTELS,222.0,0.0
tier_3,FOUR SEASONS HOTELS,209.0,0.0
tier_3,Dental,204.0,0.0
tier_3,Art,201.0,0.0
tier_3,AIR-INDIA,199.0,0.0
tier_3,RADISSON HOTELS,197.0,0.0
tier_3,BEST WESTERN HOTELS,194.0,0.0
tier_3,WYNDHAM HOTEL AND RESORTS,189.0,0.0
tier_3,SOFITEL HOTELS,184.0,0.0
tier_3,PARK INNS INTERNATIONAL,174.0,0.0
tier_3,Manual Cash Disburse,174.0,0.0
tier_3,AEORFLOT,163.0,0.0
tier_3,COURTYARD BY MARRIOTT,161.0,0.0
tier_3,Bereavement Payment,153.0,0.0
tier_3,RENAISSANCE HOTELS  STOUFFER HOTELS,144.0,0.0
tier_3,BRUSSELS AIRLINES,143.0,0.0
tier_3,HILTON GARDEN INN,139.0,0.0
tier_3,THE RITZ CARLTON HOTELS,138.0,0.0
tier_3,Let,137.0,0.0
tier_3,MOVENPICK HOTELS,136.0,0.0
tier_3,RAMADA INNS  RAMADA LIMITED,127.0,0.0
tier_3,FINNAIR,115.0,0.0
tier_3,AIR MALTA,109.0,0.0
tier_3,MILLENIUM BROADWAY HOTEL,97.0,0.0
tier_3,GULF AIR (BAHRAIN),96.0,0.0
tier_3,BUDGET RENT-A-CAR,88.0,0.0
tier_3,EGYPTAIR,88.0,0.0
tier_3,MIDDLE EAST AIRLINES,84.0,0.0
tier_3,QATAR AIRWAYS,73.0,0.0
tier_3,CAMPANIEL HOTELS,72.0,0.0
tier_3,QANTAS,67.0,0.0
tier_3,NATIONAL CAR RENTAL,55.0,0.0
tier_3,TAP (PORTUGAL),53.0,0.0
tier_3,SHANGRI-LA INTERNATIONAL,50.0,0.0
tier_3,SAUDIA ARABIAN AIRLINES,47.0,0.0
tier_3,DELTA,46.0,0.0
tier_3,Land and Property,40.0,0.0
tier_3,PHILIPPINE AIRLINES,39.0,0.0
tier_3,DOLLAR RENT-A-CAR,37.0,0.0
tier_3,ALOFT,36.0,0.0
tier_3,Cinema/Theatre,35.0,0.0
tier_3,PENTA HOTELS,35.0,0.0
tier_3,LUXAIR,34.0,0.0
tier_3,LOEWS HOTELS,33.0,0.0
tier_3,Boat,31.0,0.0
tier_3,AIR ARABIA,29.0,0.0
tier_3,HILTON CONRAD,29.0,0.0
tier_3,KUWAIT AIRLINES,28.0,0.0
tier_3,KENYA AIRLINES,27.0,0.0
tier_3,EL AL,27.0,0.0
tier_3,HOTEL MERCURE,27.0,0.0
tier_3,HOSPITALITY INTERNATIONAL,27.0,0.0
tier_3,AMERICAN AIRLINES,26.0,0.0
tier_3,CROATIA AIRLINES,26.0,0.0
tier_3,GENERAL RENT-A-CAR,25.0,0.0
tier_3,THAI AIRWAYS,24.0,0.0
tier_3,IBERIA,24.0,0.0
tier_3,COMFORT INNS,23.0,0.0
tier_3,Private Banking,23.0,0.0
tier_3,RAFFLES HOTELS,23.0,0.0
tier_3,JAPAN AIRLINES,22.0,0.0
tier_3,FOUR POINTS HOTEL,22.0,0.0
tier_3,PULLMAN INTERNATIONAL HOTELS,21.0,0.0
tier_3,W HOTELS,21.0,0.0
tier_3,BELLAGIO,21.0,0.0
tier_3,AMERISUITES,20.0,0.0
tier_3,SHOWCASE RENTAL CARS,19.0,0.0
tier_3,HILTON INTERNATIONAL,18.0,0.0
tier_3,AIR ALGERIE,17.0,0.0
tier_3,ROYAL AIR MAROC,17.0,0.0
tier_3,STEIGENBERGER HOTELS,16.0,0.0
tier_3,SCANDIC HOTELS,16.0,0.0
tier_3,AEROMEXICO,16.0,0.0
tier_3,MERCHANTS RENT-A-CAR,13.0,0.0
tier_3,AVIANCA,13.0,0.0
tier_3,OBEROI HOTELS,12.0,0.0
tier_3,HOTELES MELIA,11.0,0.0
tier_3,HYATT PLACE,11.0,0.0
